title	exercise_page_url	pdf_url	source_pdf_path	bytes
Exercise N18 in B	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/hanon-exercise-n-18-in-b/	https://www.hanon-online.com/app/download/2943470211/Exercise+N%C2%B018+in+B.pdf?t=1533670086	corpus/source-pdfs/hanon-exercise-18-b.pdf	1664472
Exercise N18 in Bb	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/hanon-exercise-n-18-in-bb/	https://www.hanon-online.com/app/download/2943469711/Exercise+N%C2%B018+in+Bb.pdf?t=1533670054	corpus/source-pdfs/hanon-exercise-18-bb.pdf	1630908
Exercise N18 in C	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/	https://www.hanon-online.com/app/download/2943455711/Exercise+N%C2%B018+in+C.pdf?t=1533669752	corpus/source-pdfs/hanon-exercise-18-c.pdf	1613061
Exercise N18 in D	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/hanon-exercise-n-18-in-d/	https://www.hanon-online.com/app/download/2943461711/Exercise+N%C2%B018+in+D.pdf?t=1533669811	corpus/source-pdfs/hanon-exercise-18-d.pdf	1632755
Exercise N18 in Db	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/hanon-exercise-n-18-in-db/	https://www.hanon-online.com/app/download/2943461011/Exercise+N%C2%B018+in+Db.pdf?t=1533669782	corpus/source-pdfs/hanon-exercise-18-db.pdf	1646326
Exercise N18 in E	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/hanon-exercise-n-18-in-e/	https://www.hanon-online.com/app/download/2943462511/Exercise+N%C2%B018+in+E.pdf?t=1533669868	corpus/source-pdfs/hanon-exercise-18-e.pdf	1665691
Exercise N18 in F	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/hanon-exercise-n-18-in-f/	https://www.hanon-online.com/app/download/2943463111/Exercise+N%C2%B018+in+F.pdf?t=1533669905	corpus/source-pdfs/hanon-exercise-18-f.pdf	1625206
Exercise N18 in G	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/hanon-exercise-n-18-in-g/	https://www.hanon-online.com/app/download/2943466711/Exercise+N%C2%B018+in+G.pdf?t=1533669969	corpus/source-pdfs/hanon-exercise-18-g.pdf	1633260
Exercise N18 in Gb	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-18/hanon-exercise-n-18-in-gb/	https://www.hanon-online.com/app/download/2943463411/Exercise+N%C2%B018+in+Gb.pdf?t=1533669939	corpus/source-pdfs/hanon-exercise-18-gb.pdf	1658942
Exercise N19 in Ab	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-ab/	https://www.hanon-online.com/app/download/2944521411/Exercise+N%C2%B019+in+Ab.pdf?t=1533674043	corpus/source-pdfs/hanon-exercise-19-ab.pdf	1635681
Exercise N19 in B	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-b/	https://www.hanon-online.com/app/download/2944523311/Exercise+N%C2%B019+in+B.pdf?t=1533674137	corpus/source-pdfs/hanon-exercise-19-b.pdf	1653259
Exercise N19 in Bb	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-bb/	https://www.hanon-online.com/app/download/2944522611/Exercise+N%C2%B019+in+Bb.pdf?t=1533674109	corpus/source-pdfs/hanon-exercise-19-bb.pdf	1619564
Exercise N19 in C	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/	https://www.hanon-online.com/app/download/2944507211/Exercise+N%C2%B019+in+C.pdf?t=1533670115	corpus/source-pdfs/hanon-exercise-19-c.pdf	1601931
Exercise N19 in D	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-d/	https://www.hanon-online.com/app/download/2944511111/Exercise+N%C2%B019+in+D.pdf?t=1533673791	corpus/source-pdfs/hanon-exercise-19-d.pdf	1618058
Exercise N19 in Db	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-db/	https://www.hanon-online.com/app/download/2944510711/Exercise+N%C2%B019+in+Db.pdf?t=1533673763	corpus/source-pdfs/hanon-exercise-19-db.pdf	1634831
Exercise N19 in E	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-e/	https://www.hanon-online.com/app/download/2944512811/Exercise+N%C2%B019+in+E.pdf?t=1533673852	corpus/source-pdfs/hanon-exercise-19-e.pdf	1647516
Exercise N19 in Eb	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-eb/	https://www.hanon-online.com/app/download/2944512211/Exercise+N%C2%B019+in+Eb.pdf?t=1533673820	corpus/source-pdfs/hanon-exercise-19-eb.pdf	1634119
Exercise N19 in F	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-f/	https://www.hanon-online.com/app/download/2944513911/Exercise+N%C2%B019+in+F.pdf?t=1533673883	corpus/source-pdfs/hanon-exercise-19-f.pdf	1607353
Exercise N19 in G	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-g/	https://www.hanon-online.com/app/download/2944520211/Exercise+N%C2%B019+in+G.pdf?t=1533674010	corpus/source-pdfs/hanon-exercise-19-g.pdf	1615048
Exercise N19 in Gb	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-19/hanon-exercise-n-19-in-gb/	https://www.hanon-online.com/app/download/2944514911/Exercise+N%C2%B019+in+Gb.pdf?t=1533673910	corpus/source-pdfs/hanon-exercise-19-gb.pdf	1640934
Exercise N20 in A	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-a/	https://www.hanon-online.com/app/download/2944586311/Exercise+N%C2%B020+in+A.pdf?t=1533674732	corpus/source-pdfs/hanon-exercise-20-a.pdf	1764814
Exercise N20 in Ab	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-ab/	https://www.hanon-online.com/app/download/2944585911/Exercise+N%C2%B020+in+Ab.pdf?t=1533674704	corpus/source-pdfs/hanon-exercise-20-ab.pdf	1782444
Exercise N20 in B	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-b/	https://www.hanon-online.com/app/download/2944591111/Exercise+N%C2%B020+in+B.pdf?t=1533674776	corpus/source-pdfs/hanon-exercise-20-b.pdf	1792245
Exercise N20 in Bb	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-bb/	https://www.hanon-online.com/app/download/2944587111/Exercise+N%C2%B020+in+Bb.pdf?t=1533674760	corpus/source-pdfs/hanon-exercise-20-bb.pdf	1761725
Exercise N20 in C	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/	https://www.hanon-online.com/app/download/2944577811/Exercise+N%C2%B020+in+C.pdf?t=1533674166	corpus/source-pdfs/hanon-exercise-20-c.pdf	1747681
Exercise N20 in D	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-d/	https://www.hanon-online.com/app/download/2944579711/Exercise+N%C2%B020+in+D.pdf?t=1533674536	corpus/source-pdfs/hanon-exercise-20-d.pdf	1763856
Exercise N20 in Db	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-db/	https://www.hanon-online.com/app/download/2944579111/Exercise+N%C2%B020+in+Db.pdf?t=1533674505	corpus/source-pdfs/hanon-exercise-20-db.pdf	1777730
Exercise N20 in E	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-e/	https://www.hanon-online.com/app/download/2944583111/Exercise+N%C2%B020+in+E.pdf?t=1533674596	corpus/source-pdfs/hanon-exercise-20-e.pdf	1797350
Exercise N20 in Eb	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-eb/	https://www.hanon-online.com/app/download/2944580811/Exercise+N%C2%B020+in+Eb.pdf?t=1533674566	corpus/source-pdfs/hanon-exercise-20-eb.pdf	1783790
Exercise N20 in F	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-f/	https://www.hanon-online.com/app/download/2944583611/Exercise+N%C2%B020+in+F.pdf?t=1533674624	corpus/source-pdfs/hanon-exercise-20-f.pdf	1775044
Exercise N20 in G	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-g/	https://www.hanon-online.com/app/download/2944585011/Exercise+N%C2%B020+in+G.pdf?t=1533674679	corpus/source-pdfs/hanon-exercise-20-g.pdf	1760450
Exercise N20 in Gb	https://www.hanon-online.com/the-virtuoso-pianist-part-i/hanon-exercise-n-20/hanon-exercise-n-20-in-gb/	https://www.hanon-online.com/app/download/2944584311/Exercise+N%C2%B020+in+Gb.pdf?t=1533674651	corpus/source-pdfs/hanon-exercise-20-gb.pdf	1806593
